embedding;gt;product_id
[ 0.99331504 -0.973952    0.71775514  0.4141079 ];219.0;7896
[ 1.0174392 -0.97457    0.6983625  0.4265932];197.0;7896
[ 0.95667595 -0.9725918   0.7490923   0.39474574];220.0;7896
[ 0.9810118  -0.97296363  0.7290749   0.40748712];52.0;7896
[ 0.98552257 -0.9720296   0.72542375  0.41000828];169.0;7896
[ 1.0108835  -0.97382194  0.70434934  0.4236177 ];104.0;7896
[ 0.99460584 -0.97309965  0.7173421   0.41573903];57.0;7896
[ 0.9559162  -0.97104996  0.7498509   0.39586124];46.0;7896
[ 0.98545736 -0.9720422   0.72495776  0.41285977];66.0;7896
[ 0.9972109  -0.9736709   0.71467155  0.41918042];130.0;7896
[ 0.99281794 -0.9731242   0.71732515  0.4172788 ];176.0;7896
[ 0.99571556 -0.97234786  0.71629184  0.4169744 ];175.0;7896
[ 0.96376604 -0.97026724  0.74152607  0.40212718];279.0;7896
[ 0.99700075 -0.9703055   0.713309    0.4193422 ];223.0;7896
[ 1.0081079  -0.97327054  0.7061464   0.42332152];262.0;7896
[ 1.0131904 -0.9728825  0.7016584  0.4261242];229.0;7896
[ 0.9694441  -0.96985626  0.7403167   0.4045882 ];135.0;7896
[ 0.77556807 -0.7429332   0.7298042   0.65032935];218.0;8883
[ 0.72862333 -0.7380865   0.7731622   0.6266322 ];147.0;8883
[ 0.6908272  -0.73563963  0.806806    0.6079408 ];165.0;8883
[ 0.7044747  -0.73648185  0.7947661   0.6147413 ];180.0;8883
[ 0.7343443  -0.7360479   0.76849324  0.631281  ];188.0;8883
[ 0.74359816 -0.73591787  0.7585694   0.63703084];259.0;8883
[ 0.69844985 -0.7367256   0.7982864   0.61259234];326.0;8883
[ 0.72661    -0.73825496  0.7751059   0.6271063 ];337.0;8883
[ 0.7817453 -0.7411594  0.727521   0.6558106];236.0;8883
[ 0.7532181  -0.73789877  0.7514159   0.6419517 ];145.0;8883
[ 0.7114987  -0.7374522   0.78659624  0.620275  ];141.0;8883
[ 0.7156394  -0.73735774  0.783192    0.6223935 ];149.0;8883
[ 0.70042807 -0.7386858   0.7965978   0.6138054 ];122.0;8883
[ 0.7187745  -0.74020886  0.7803058   0.6220448 ];141.0;8883
[ 0.7638544  -0.74189776  0.7423107   0.6461451 ];89.0;8883
[ 0.761967   -0.74191535  0.74368554  0.645265  ];94.0;8883
[ 0.7514394 -0.7409195  0.7526606  0.6400238];145.0;8883
[ 0.68690646 -0.736605    0.8075668   0.6066508 ];173.0;8883
[ 0.74202937 -0.7403848   0.76016086  0.6349895 ];172.0;8883
[ 0.7631263  -0.7408344   0.7427618   0.64604867];275.0;8883
[ 0.7885285  -0.7432152   0.7218961   0.65878105];56.0;8883
[ 0.72933465 -0.73993987  0.7708084   0.6284486 ];148.0;8883
[ 0.7546626 -0.7402636  0.749615   0.6426052];124.0;8883
[ 0.7093338  -0.73787934  0.7879085   0.61868954];101.0;8883
[ 0.733462   -0.74031174  0.76570827  0.62992465];141.0;8883
[ 0.7073917  -0.7377023   0.78911465  0.61650205];83.0;8883
[ 0.7024908  -0.7371864   0.79398006  0.61487365];76.0;8883
[ 0.73136336 -0.7379185   0.76902896  0.62848735];160.0;8883
[ 0.7582033 -0.7379725  0.746957   0.6443064];114.0;8883
[ 0.74068844 -0.73606473  0.7610994   0.6349267 ];45.0;8883
[ 0.7713373  -0.74074453  0.734363    0.6495367 ];94.0;8883
[ 0.73740363 -0.7392639   0.7642942   0.6309663 ];106.0;8883
[ 0.72521955 -0.73553675  0.77037495  0.6252172 ];148.0;8883
[ 0.739268   -0.73850435  0.76016015  0.63287973];78.0;8883
[ 0.722432   -0.73811597  0.77524346  0.6233145 ];37.0;8883
[ 0.74663377 -0.73877424  0.75576717  0.6358144 ];23.0;8883
[ 0.68424016 -0.7359527   0.80825347  0.6036614 ];26.0;8883
[ 0.70943    -0.73676616  0.78731614  0.61656284];48.0;8883
[ 0.7144453  -0.7360933   0.7831213   0.61917853];83.0;8883
[ 0.74073774 -0.73836744  0.761043    0.63296247];169.0;8883
[ 0.7224806  -0.73662114  0.77616876  0.62471306];123.0;8883
[ 0.68227726 -0.7337884   0.8103089   0.60455155];128.0;8883
[ 0.713565  -0.7356843  0.7835334  0.6218773];197.0;8883
[ 0.7256679  -0.73749363  0.77287096  0.62826335];154.0;8883
[ 0.72065383 -0.7366257   0.77619356  0.6262455 ];175.0;8883
[ 0.7195922  -0.7338013   0.7794263   0.62519944];387.0;8883
[ 0.6927664 -0.7343708  0.7991399  0.6113119];171.0;8883
[ 0.7249531  -0.73386717  0.772052    0.6283306 ];319.0;8883
[ 0.73749655 -0.73757523  0.76334184  0.63257885];299.0;8883
[ 0.74281186 -0.7373076   0.75860304  0.6354253 ];295.0;8883
[ 0.6983669  -0.7339199   0.7980142   0.61375844];188.0;8883
[ 0.78049517 -0.73817796  0.7307448   0.65455735];58.0;8883
[ 0.72176194 -0.7362728   0.77788347  0.62367   ];127.0;8883
[ 0.7277694  -0.73764473  0.77408224  0.62647223];174.0;8883
[ 0.69109887 -0.7357801   0.80651337  0.6079917 ];264.0;8883
[ 0.7056391  -0.7370842   0.79351145  0.6149595 ];99.0;8883
[ 0.73438305 -0.73606807  0.7684514   0.6312884 ];272.0;8883
[ 0.74418044 -0.73621905  0.75794214  0.63714004];195.0;8883
[ 0.69759595 -0.7362839   0.79920655  0.61243236];127.0;8883
[ 0.72750276 -0.73871684  0.774144    0.62727356];76.0;8883
[ 0.78116304 -0.74085814  0.7281483   0.6557014 ];53.0;8883
[ 0.7540332  -0.73832035  0.7505376   0.6421044 ];56.0;8883
[ 0.7140605  -0.7387774   0.7838358   0.62075496];26.0;8883
[ 0.7157559 -0.7374179  0.7830666  0.6224154];13.0;8883
[ 0.7032228  -0.7401315   0.79358643  0.614329  ];58.0;8883
[ 0.7191238  -0.74038965  0.77992934  0.62211025];64.0;8883
[ 0.76606685 -0.7430423   0.73992676  0.6465596 ];70.0;8883
[ 0.76499456 -0.7434814   0.74042326  0.6458322 ];82.0;8883
[ 0.7574945 -0.7440518  0.7461361  0.6411582];143.0;8883
[ 0.6881485 -0.7372475  0.8062286  0.6068835];81.0;8883
[ 0.7437372  -0.74126834  0.7583206   0.63530946];30.0;8883
[ 0.76471776 -0.7416577   0.74104697  0.6463468 ];100.0;8883
[ 0.78946006 -0.74369717  0.72089225  0.6589556 ];158.0;8883
[ 0.7329444 -0.7418072  0.7669187  0.6291249];249.0;8883
[ 0.7581948  -0.7420908   0.74580914  0.6432668 ];70.0;8883
[ 0.70983845 -0.73814034  0.787365    0.61878407];115.0;8883
[ 0.7335008 -0.7403318  0.7656663  0.6299319];97.0;8883
[ 0.70669305 -0.73734087  0.78986746  0.61637115];92.0;8883
[ 0.7029955  -0.7374473   0.79343635  0.6149682 ];184.0;8883
[ 0.7313246  -0.73789847  0.7690708   0.6284801 ];174.0;8883
[ 0.75995    -0.7388759   0.7450749   0.64463365];149.0;8883
[ 0.7442983  -0.737932    0.75720984  0.63560283];73.0;8883
[ 0.7218395  -0.73631305  0.7777999   0.6236845 ];69.0;8883
[ 0.7373261  -0.73922366  0.7643779   0.63095164];80.0;8883
[ 0.72273535 -0.73425174  0.7730517   0.6247518 ];52.0;8883
[ 0.7381424  -0.7379221   0.761373    0.63266885];64.0;8883
[ 0.72340244 -0.7386179   0.77419776  0.6234963 ];57.0;8883
[ 0.7465561  -0.73873407  0.75585085  0.6357999 ];36.0;8883
[ 0.6831145  -0.73537034  0.8094663   0.60345066];35.0;8883
[ 0.70966285 -0.7368867   0.7870652   0.6166065 ];44.0;8883
[ 0.7144841  -0.73611337  0.78307945  0.6191858 ];14.0;8883
[ 0.74034953 -0.73816675  0.7614612   0.63288975];94.0;8883
[ 0.72337335 -0.737083    0.77520674  0.6248803 ];118.0;8883
[ 0.6829371 -0.7341298  0.8095978  0.6046752];36.0;8883
[ 0.7134485 -0.735624   0.7836589  0.6218555];59.0;8883
[ 0.72559017 -0.7374535   0.7729545   0.6282488 ];64.0;8883
[ 0.72073144 -0.7366658   0.7761099   0.62626004];67.0;8883
[ 0.7195534  -0.7337812   0.7794681   0.62519217];109.0;8883
[ 0.72538006 -0.73408806  0.77159184  0.6284107 ];162.0;8883
[ 0.7366426 -0.7371335  0.764262   0.6324189];157.0;8883
[ 0.7414145  -0.7365848   0.76010877  0.6351634 ];179.0;8883
[ 0.69894904 -0.73422116  0.7973868   0.6138674 ];188.0;8883
[ 0.7804564  -0.73815787  0.7307866   0.6545501 ];179.0;8883
[-0.12668271 -0.87745416  0.6098595   0.7577803 ];129.0;9870
[-0.14708154 -0.8800487   0.6214315   0.7411852 ];78.0;9870
[-0.18374208 -0.878191    0.6541299   0.72274566];74.0;9870
[-0.16459277 -0.88187754  0.63588375  0.7305378 ];61.0;9870
[-0.13581002 -0.8808816   0.61078185  0.7468741 ];76.0;9870
[-0.13098103 -0.8784624   0.6056259   0.7517948 ];138.0;9870
[-0.17512019 -0.8797923   0.64425546  0.7275454 ];82.0;9870
[-0.14567909 -0.8819842   0.61969477  0.7422993 ];75.0;9870
[-0.09260105 -0.8838244   0.5743265   0.7706182 ];0.0;9870
[-0.1207789  -0.8807445   0.597845    0.75682473];149.0;9870
[-0.16257596 -0.8802578   0.6331089   0.7351335 ];124.0;9870
[-0.15544643 -0.88170934  0.62648433  0.7378118 ];171.0;9870
[-0.17434524 -0.8811299   0.64386326  0.72853315];80.0;9870
[-0.15681389 -0.88223135  0.6284496   0.7366196 ];37.0;9870
[-0.10890044 -0.88538605  0.5874014   0.76125073];16.0;9870
[-0.11179706 -0.88488156  0.5898637   0.76018167];6.0;9870
[-0.12084976 -0.8846486   0.59724945  0.75521684];2.0;9870
[-0.18495968 -0.8805564   0.65227073  0.7220032 ];0.0;9870
[-0.13002685 -0.8842344   0.6044989   0.750226  ];0.0;9870
[-0.10827003 -0.8850255   0.5863889   0.7614089 ];2.0;9870
[-0.08597307 -0.88579994  0.5688688   0.77355945];4.0;9870
[-0.14353669 -0.88336784  0.6160247   0.74353254];9.0;9870
[-0.1164232  -0.88461524  0.5929075   0.7580235 ];20.0;9870
[-0.16388692 -0.8811267   0.63350123  0.7337079 ];44.0;9870
[-0.14088432 -0.88297665  0.6125137   0.74473226];95.0;9870
[-0.16839074 -0.87962437  0.6374677   0.7310406 ];66.0;9870
[-0.17150614 -0.88003206  0.6404093   0.7297467 ];56.0;9870
[-0.14321584 -0.880463    0.61608535  0.7432512 ];35.0;9870
[-0.11455153 -0.88146067  0.59204775  0.75941205];35.0;9870
[-0.13350262 -0.87881017  0.6077376   0.74976325];38.0;9870
[-0.10254331 -0.8836505   0.5806666   0.7644315 ];41.0;9870
[-0.13733084 -0.8817281   0.61151797  0.7457012 ];21.0;9870
[-0.15141687 -0.877017    0.61964816  0.7395959 ];14.0;9870
[-0.13465138 -0.88139015  0.6065056   0.7477672 ];16.0;9870
[-0.15238006 -0.88053995  0.6225509   0.73803484];28.0;9870
[-0.12786782 -0.881359    0.60274     0.75059295];14.0;9870
[-0.18361187 -0.8820229   0.6555447   0.7207378 ];9.0;9870
[-0.16487753 -0.87945133  0.63407975  0.73137784];0.0;9870
[-0.15877536 -0.8793405   0.6287138   0.734197  ];19.0;9870
[-0.13434608 -0.880651    0.6086431   0.747632  ];40.0;9870
[-0.15171045 -0.8793665   0.62280697  0.73954976];85.0;9870
[-0.18370388 -0.88082516  0.65536195  0.7219472 ];56.0;9870
[-0.16066487 -0.87840945  0.63021356  0.73670673];60.0;9870
[-0.14840676 -0.8802992   0.61938363  0.74312186];51.0;9870
[-0.15380892 -0.87923026  0.62312466  0.74103117];73.0;9870
[-0.14796919 -0.8807995   0.6221623   0.74187016];45.0;9870
[-0.09287271 -0.88368374  0.57461923  0.7705672 ];46.0;9870
[-0.11868289 -0.8818288   0.5955866   0.7572173 ];74.0;9870
[-0.16110097 -0.8810207   0.63151973  0.73540974];47.0;9870
[-0.15738717 -0.88070536  0.6285755   0.73744833];49.0;9870
[-0.17442288 -0.8810898   0.64394695  0.7285185 ];81.0;9870
[-0.10975441 -0.88494444  0.5883215   0.7610909 ];162.0;9870
[-0.11249572 -0.8845201   0.5906165   0.7600508 ];154.0;9870
[-0.12224711 -0.8839258   0.59875506  0.75495493];107.0;9870
[-0.1847511 -0.8806697  0.6529415  0.7221683];125.0;9870
[-0.13037618 -0.88405377  0.6048754   0.7501607 ];121.0;9870
[-0.10741606 -0.8854671   0.5854687   0.7615689 ];82.0;9870
[-0.08554611 -0.88602084  0.5684088   0.77363944];91.0;9870
[-0.14326498 -0.8835083   0.6157319   0.74358356];42.0;9870
[-0.11452128 -0.88559914  0.59085816  0.7583798 ];18.0;9870
[-0.16089812 -0.88267267  0.6302808   0.7342677 ];8.0;9870
[-0.14034095 -0.88325787  0.61192805  0.74483395];3.0;9870
[-0.16637234 -0.88066846  0.6352928   0.73141885];88.0;9870
[-0.17111796 -0.8802328   0.639991    0.72981954];88.0;9870
[-0.1415468  -0.88132644  0.61428696  0.743564  ];142.0;9870
[-0.11431864 -0.8815811   0.5917968   0.7594558 ];106.0;9870
[-0.13253224 -0.87931216  0.60669214  0.74994504];73.0;9870
[-0.10355254 -0.8831286   0.58175397  0.76424253];70.0;9870
[-0.13740845 -0.881688    0.61160165  0.74568653];50.0;9870
[-0.15071821 -0.8773786   0.61889523  0.7397268 ];142.0;9870
[-0.13531126 -0.88104886  0.60721666  0.7476437 ];240.0;9870
[-0.15090507 -0.881303    0.6209616   0.7383112 ];213.0;9870
[-0.12445207 -0.8831259   0.5990595   0.75123286];151.0;9870
[-0.18501396 -0.88126075  0.65103537  0.7196287 ];181.0;9870
[-0.16173348 -0.8810776   0.63069206  0.73196685];317.0;9870
[-0.15955165 -0.87893885  0.6295503   0.7340516 ];223.0;9870
[-0.1323665  -0.88167495  0.6065102   0.74800277];113.0;9870
[-0.15186574 -0.87928617  0.6229742   0.73952067];361.0;9870
[-0.18373866 -0.88080627  0.65525013  0.7219198 ];373.0;9870
[-0.15895705 -0.8792931   0.6283732   0.7370267 ];275.0;9870
[-0.14646602 -0.8813032   0.6172926   0.74348545];234.0;9870
[-0.15380892 -0.87923026  0.62312466  0.74103117];267.0;9870
[-0.15312381 -0.8773096   0.6244752   0.74031246];196.0;9870
[-0.17963915 -0.87803984  0.6438542   0.7264831 ];119.0;9870
[-0.14931557 -0.8765724   0.6187739   0.74315274];115.0;9870
[-0.13487017 -0.8812641   0.6080145   0.74775743];169.0;9870
[-0.15141997 -0.87954026  0.62343436  0.73869586];122.0;9870
[-0.1370203  -0.88188875  0.61118346  0.74575925];149.0;9870
