,product_number,prod_category_1,prod_category_2,prod_category_3,prod_category_4,prod_category_5,prod_category_6,prod_category_7,specs,display_size,segment_1,segment_2,segment_3,nweek,year
126,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,44,2021
127,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,46,2021
128,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,47,2021
129,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,48,2021
130,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,49,2021
131,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,50,2021
132,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,51,2021
133,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,52,2022
134,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,1,2022
135,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,2,2022
136,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,3,2022
137,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,4,2022
138,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,5,2022
139,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,6,2022
140,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,7,2022
141,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,8,2022
142,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,9,2022
143,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,10,2022
144,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,11,2022
145,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,12,2022
146,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,13,2022
147,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,14,2022
148,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,15,2022
149,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,16,2022
150,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,17,2022
151,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,19,2022
152,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,20,2022
153,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,21,2022
154,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,23,2022
155,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,24,2022
156,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,25,2022
157,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,26,2022
158,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,27,2022
159,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,28,2022
160,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,29,2022
161,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,30,2022
162,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,31,2022
163,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,32,2022
164,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,33,2022
165,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,34,2022
166,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,35,2022
167,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,36,2022
168,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,37,2022
169,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,38,2022
170,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,39,2022
171,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,40,2022
172,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,41,2022
173,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,42,2022
174,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,43,2022
175,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,44,2022
176,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,45,2022
177,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,46,2022
178,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,47,2022
179,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,48,2022
180,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,49,2022
181,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,50,2022
182,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,51,2022
183,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,52,2022
184,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,1,2023
185,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,2,2023
186,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,3,2023
187,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,4,2023
188,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,5,2023
189,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,6,2023
190,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,7,2023
191,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,8,2023
192,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,9,2023
193,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,10,2023
194,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,11,2023
195,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,12,2023
196,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,13,2023
197,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,14,2023
198,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,15,2023
199,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,16,2023
200,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,17,2023
201,7896,0,1,0,0,0,0,0,2,14.0,0,1,0,18,2023
202,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,19,2021
203,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,20,2021
204,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,21,2021
205,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,22,2021
206,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,23,2021
207,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,24,2021
208,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,25,2021
209,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,26,2021
210,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,27,2021
211,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,28,2021
212,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,29,2021
213,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,30,2021
214,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,31,2021
215,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,32,2021
216,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,33,2021
217,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,34,2021
218,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,35,2021
219,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,36,2021
220,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,37,2021
221,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,38,2021
222,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,39,2021
223,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,40,2021
224,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,41,2021
225,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,42,2021
226,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,43,2021
227,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,44,2021
228,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,45,2021
229,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,46,2021
230,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,47,2021
231,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,48,2021
232,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,49,2021
233,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,50,2021
234,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,51,2021
235,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,52,2022
236,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,1,2022
237,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,2,2022
238,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,3,2022
239,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,4,2022
240,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,5,2022
241,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,6,2022
242,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,7,2022
243,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,8,2022
244,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,9,2022
245,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,10,2022
246,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,11,2022
247,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,12,2022
248,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,13,2022
249,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,14,2022
250,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,15,2022
251,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,16,2022
252,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,17,2022
253,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,18,2022
254,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,19,2022
255,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,20,2022
256,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,21,2022
257,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,22,2022
258,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,23,2022
259,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,24,2022
260,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,25,2022
261,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,26,2022
262,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,27,2022
263,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,28,2022
264,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,29,2022
265,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,30,2022
266,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,31,2022
267,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,32,2022
268,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,33,2022
269,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,34,2022
270,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,35,2022
271,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,36,2022
272,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,37,2022
273,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,38,2022
274,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,39,2022
275,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,40,2022
276,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,41,2022
277,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,42,2022
278,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,43,2022
279,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,44,2022
280,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,45,2022
281,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,46,2022
282,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,47,2022
283,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,48,2022
284,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,49,2022
285,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,50,2022
286,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,51,2022
287,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,52,2022
288,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,1,2023
289,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,2,2023
290,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,4,2023
291,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,5,2023
292,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,6,2023
293,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,7,2023
294,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,8,2023
295,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,9,2023
296,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,10,2023
297,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,11,2023
298,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,12,2023
299,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,13,2023
300,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,14,2023
301,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,15,2023
302,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,16,2023
303,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,17,2023
304,8883,0,1,0,0,0,0,0,3,15.6,0,1,0,18,2023
305,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,53,2021
306,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,1,2021
307,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,2,2021
308,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,3,2021
309,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,4,2021
310,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,5,2021
311,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,6,2021
312,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,7,2021
313,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,8,2021
314,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,9,2021
315,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,10,2021
316,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,11,2021
317,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,12,2021
318,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,13,2021
319,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,14,2021
320,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,15,2021
321,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,16,2021
322,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,17,2021
323,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,18,2021
324,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,19,2021
325,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,20,2021
326,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,21,2021
327,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,22,2021
328,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,23,2021
329,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,24,2021
330,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,25,2021
331,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,26,2021
332,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,27,2021
333,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,28,2021
334,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,29,2021
335,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,30,2021
336,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,31,2021
337,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,32,2021
338,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,33,2021
339,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,34,2021
340,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,35,2021
341,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,37,2021
342,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,38,2021
343,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,39,2021
344,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,40,2021
345,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,41,2021
346,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,42,2021
347,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,5,2022
348,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,6,2022
349,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,7,2022
350,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,8,2022
351,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,9,2022
352,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,10,2022
353,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,11,2022
354,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,12,2022
355,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,13,2022
356,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,14,2022
357,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,15,2022
358,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,16,2022
359,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,17,2022
360,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,18,2022
361,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,19,2022
362,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,20,2022
363,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,21,2022
364,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,22,2022
365,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,23,2022
366,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,24,2022
367,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,25,2022
368,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,26,2022
369,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,27,2022
370,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,28,2022
371,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,29,2022
372,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,30,2022
373,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,31,2022
374,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,32,2022
375,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,33,2022
376,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,34,2022
377,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,35,2022
378,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,36,2022
379,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,37,2022
380,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,38,2022
381,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,39,2022
382,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,40,2022
383,9870,0,0,1,0,0,0,0,4,15.6,0,0,1,41,2022
